Text,Tag,Markers
"Take for example the respective experience a rich and average business owner has when trying to process a loan from a conventional bank; someone summarized it with the following statement:What this statement points to is the collateral system involved in getting a loan and how an average business owner will struggle to get a loan for his/her business which has made many SMEs fail, while on the other hand, we have even heard cases of some banks that went bankrupt because they failed to ask for collateral all just to make sure that their rich customer has a 'smooth service'.",no,label_sentences__4_26_21_1000_
"Dasgupta proposes an adjusted metric called Net Domestic Product (NDP), which equates to GDP less depreciation of natural capital, produced capital and human capital.",yes,label_sentences__4_26_21_1000_
"Quite interesting is the next quote, especially considering that Wernher von Braun used it:It is needless to say that von Braun played a significant factor in the space program, but one shall never forget where he started his career.",yes,label_sentences__4_26_21_1000_
"For example, what would it cost to pollinate crops if the bee and insect population collapses?",yes,label_sentences__4_26_21_1000_
"And it is the few elites that are in charge of this invention process that controls the distribution of this vital human good, which is to some certain extent wrong.",no,label_sentences__4_26_21_1000_
"three factors are the security of the money, the reach of the money, and the access to the money.",no,label_sentences__4_26_21_1000_
This is because banks usually loan out as much as 90% of their total deposits.,no,label_sentences__4_26_21_1000_
These days I'm not using Twitter at all.,yes,label_sentences__4_26_21_1000_
"Though it may seem simple to just move the cushions and then unfold the platform, it was much more difficult in practice.",yes,label_sentences__4_26_21_1000_
"Here's how we ended up in a Cracker Barrel parking lot, what the experience was like, and",no,label_sentences__4_26_21_1000_
"When I realized this, I set the book down to cry.",yes,label_sentences__4_26_21_1000_
It is easy to poke and prod at your hurts and then feel betrayed when they do not heal.,yes,label_sentences__4_26_21_1000_
When the Pokémon company coined the catchphrase 'Gotta Catch ',no,label_sentences__4_26_21_1000_
"Whilst many countries are open for travel, many have varying levels of restrictions and lockdowns and it is worth noting that travel may be very limited at this time.",yes,label_sentences__4_26_21_1000_
"In 2018, the United States consumed roughly 143 billion gallons (541 billion litres) of finished motor gasoline, with only about 10% of that amount coming from fuel ethanol.",yes,label_sentences__4_26_21_1000_
Bobby was handsome even when rough around the edges,no,label_sentences__4_26_21_1000_
"Luckily, there was a Wendy's across the parking lot.",no,label_sentences__4_26_21_1000_
I fetched her pain medication for her knees and held her hand as she fell asleep.,yes,label_sentences__4_26_21_1000_
"Once economists accept that they are mistaken on this count, it could revolutionize the way in which we calculate economic progress.",yes,label_sentences__4_26_21_1000_
Even though she did not fear anything as she was a master in almost any field.,yes,label_sentences__4_26_21_1000_
"As it thaws and gains consciousness just for a moment before succumbing to its injuries, the habu snake will coil and prepare to strike.",yes,label_sentences__4_26_21_1000_
"It's been an interesting nine years since the channel launched, with plenty of frustrations and pointed learning experiences along the way.",yes,label_sentences__4_26_21_1000_
And I would break another thing she loved.,no,label_sentences__4_26_21_1000_
"You never take care of your things,' she scolded.",yes,label_sentences__4_26_21_1000_
"Even short of that, just imagine that drug dealer's surprise if she knew an app she's never downloaded was compiling a list of all the people who have her number in their phone.",no,label_sentences__4_26_21_1000_
"For example, according to YouGov polling, it was the second most important issue in the 2017 UK election and the third most important in 2019 (excluding Brexit).",yes,label_sentences__4_26_21_1000_
"For more information, I recommend reading Elizabeth Kolbert's book titled 'The Sixth Extinction: An Unnatural History'.",no,label_sentences__4_26_21_1000_
"US banks also remain highly capitalised, with buffers intact even after taking large earnings charges in the first quarter to establish reserves under the new ' current expected credit loss ' (CECL) accounting standard.",yes,label_sentences__4_26_21_1000_
"Instead, they can source the capital required to open new locations through their franchisees.",no,label_sentences__4_26_21_1000_
"Their store locations are selected based on the best delivery routes, not the most foot traffic.",yes,label_sentences__4_26_21_1000_
