"sentence","predicted_type","actual_type","data_trash","sentence_id","date"
"She's going to live in San Diego - her favorite city.","present_simple","other",0,"a1f1512a74cbb84285d26e88842e029f1cfab46b7d70c211cac19332","2020-10-22 23:28:31.770672+04"
"She's going to study Marine Biology, which means she is going to learn about all the animals that live in the sea.","present_continuous","other",0,"e1e66331b3d306bd3f83eff7c85650578ffb9622f742289750d51137","2020-10-22 23:28:35.975911+04"
"And San Diego is the perfect place to study Marine Biology because the Pacific Ocean is very near and there is the wonderful Sea World there, where you can see sharks and seals and many other sea animals.","used_to","other",0,"61f8924d6a8607a4c2e295c1bfba265ff2bb2adccf84f8dfb6525ea5","2020-10-22 23:28:39.481547+04"
"“I want to feel better.","present_simple","trash",1,"70bd70449d66f5b3d306388d8d93e922bc43056669ea215cadf0f0c3","2020-10-22 23:28:40.873928+04"
"I want to be more alive!I'm going to start jogging.","used_to","trash",1,"b5be908ccf4c3d79f27dee7d759795ff3e24065cc5b3656bf6d8d968","2020-10-22 23:29:56.63563+04"
"This is my new goal,” thought Eve Eve goes to the park.","past_simple","trash",1,"37a0ae4d5d422b0e948d7453a95d6d980b76d399ca13405da6dfc302","2020-10-22 23:29:59.044872+04"
"She jogs to the first park bench.","present_simple","present_simple",0,"c9b36873446ccaa90cdb792cbe3ce81d5c2f4ac94d459b05a5af475d","2020-10-22 23:30:01.701956+04"
"The next day, she returns to the park.","present_simple","present_simple",0,"5e14cc926592e227d09e2295346701469e4d3d35edb8cbfc58cb38de","2020-10-22 23:30:02.995063+04"
"She thinks, “I can make it to the next one.”","can","other",0,"61ad5e418711e5bb6457f085ea341bd1c62299eb2cb092cc741b2b02","2020-10-22 23:30:04.611883+04"
"She jogs to the second park bench.","present_simple","present_simple",0,"d824db5fcfdd8d02bc5cbf6e47276179da7128a78b8c3b5eebda654f","2020-10-22 23:30:06.412504+04"
"Soon she jogs the length of the whole park!","present_simple","present_simple",0,"f15a91f49dd683bcf89a6516dcf905da9cff88f7dd94245ed644952c","2020-10-22 23:30:08.438233+04"
"Each time Eve jogs, she sets small goals.","present_simple","present_simple",0,"550800960d34798e63118e017509c41561b1e47436481cbab4aa9418","2020-10-22 23:30:10.637684+04"
"She can now jog three lengths of the park.","can","can",0,"83b62b70e3eaa4965f4143cd5c2f875e667011e1be1b1c976a1b9b3f","2020-10-22 23:30:12.688626+04"
"One day Eve sees a sign about a 5K run.","present_simple","present_simple",0,"4c014b7305dff15577a1001e126657b24e076f3b0cb8ac826e0f7aa9","2020-10-22 23:30:15.081599+04"
"It is at the end of the summer.","present_continuous","to_be_present",0,"b94ee6cc862c2817b3db10e1ddee971f3943af08ad49d4105f682ca3","2020-10-22 23:30:18.87888+04"
"Eve decides to jog in the 5K run.","present_simple","present_simple",0,"d07617d0bc99361c88da690726e918b0e74cceecd2aa8f96764257ee","2020-10-22 23:30:20.510033+04"
"That is her new goal!Sally was 7 years old.","to_be_past","trash",1,"231da14f4faf85978408e2ffa312a68a2f8aba518e19850e783468ae","2020-10-22 23:30:23.551405+04"
"She lived in a big house with her parents.","past_simple","past_simple",0,"915868b69c8511ec68c8b37339101983f269dbd65454b56b925eb853","2020-10-22 23:30:26.342785+04"
"They loved her very much.","past_simple","past_simple",0,"3f2db3264f65b224833fd5f69108ebfd1137259e8e5f3fccee3618f2","2020-10-22 23:30:27.719498+04"
"She had a beautiful room and many toys.","past_simple","past_simple",0,"331e9d2098a95df72aa33227245a2b8a8531c805605347b4e3a47c02","2020-10-22 23:30:29.25941+04"
"She had good friends and liked playing with them.","past_simple","past_simple",0,"ae976b8fd69297f5a53660798d5084b22fee7d3d79f8ca5376e75e0b","2020-10-22 23:30:30.538725+04"
"But Sally was not happy.","to_be_past","present_perfect",0,"6089cf43085a127cd9a00a21f1773080c648de61038f2e9a717de70d","2020-10-22 23:30:48.183657+04"
"Sally didn't do her homework.","past_simple","past_simple",0,"84a48246b0979c9e1e5c0930adf560685110115df6ddcd929695b751","2020-10-22 23:31:05.87515+04"
"She didn't know the letters of the alphabet, she couldn't read and write.","past_simple","other",0,"394424b07060d6d558636cb2d60e372df45faf69c4650ad9884f496d","2020-10-22 23:31:08.405677+04"
"And all other pupils in her class could do it very well.","could","could",0,"5649313875539ea5ad7f0f13fcebf77854276c80491cafa999eb4f1c","2020-10-22 23:31:14.02708+04"
"When there was an exam Sally didn't go to school.","past_simple","other",0,"b3aaccfac7970148a416e070fe57c568e1276d50932466bdb0738851","2020-10-22 23:31:15.356112+04"
"She told her parents that she was ill.","to_be_past","other",0,"217a22f1949c7151f2451b61ce2ed45931bba3e67d759c48cdaab805","2020-10-22 23:31:18.082188+04"
"She didn't want to tell her parents and friends about her sad secret.","past_simple","other",0,"93af829a57fdc1c39fc323038a60efa4d854200aa88262d6037596e4","2020-10-22 23:31:29.063236+04"
"She thought: “They will say I'm a bad girl.","future_simple","trash",1,"81a28bec2bb26c7a79d292399711735ff2f5de5902a4063565285986","2020-10-22 23:31:37.593251+04"
"They will stop loving me!”","future_simple","trash",1,"7d01f061240bd623a913b0627cb2ab9e81fe423fcf87b12433eb05c1","2020-10-22 23:31:42.34828+04"
"One day, Sally's teacher asked the girl to write on the board.","past_simple","past_simple",0,"bed96d47efb8f8fd4e70fe2d7d9c1f03d7d86a5d4f033e58dcca5430","2020-10-22 23:32:26.162264+04"
"After the lesson the teacher asked Sally to tell her the truth.","past_simple","past_simple",0,"acbc2361b476e7f34b0797c957f378a2000f38f59cae2428b30260cb","2020-10-22 23:32:38.167824+04"
"Sally said, ""I don't do my homework.","past_simple","other",0,"9ce03251776384fa58071b331fe20c50488a4c010e2c2524cbef5d07","2020-10-22 23:32:39.968164+04"
"I don't know how to read and write.","present_simple","present_simple",0,"47c9f40a53872647a54a48fcbd68caea90619cfd88a454b2c6d4581f","2020-10-22 23:32:48.325454+04"
"The teacher listened to her.","past_simple","past_simple",0,"ea410b9d89d9b2331a9731e028bf8de7402ffe1868a9d81f2174b1fa","2020-10-22 23:32:51.759537+04"
"She wanted to help Sally.","past_simple","past_simple",0,"49ed9b016fc8a36737592fbea33746a59cbdf3ee335c4372280dde7a","2020-10-22 23:32:52.948057+04"
"She told her: ""That's ok.","to_be_present","trash",1,"3caad08ccb14ead15941e54396bd5b8a01084c3c25ccf469c07d11a2","2020-10-22 23:32:57.570783+04"
"So Sally and her teacher met every day after classes.","past_simple","past_simple",0,"a25da2d9a5dcf0874bca4653988b4d2234ff4016b48003db76a2b896","2020-10-22 23:33:02.212649+04"
"Soon she could read and write!","could","could",0,"aeb216018039218506d1fd6e62a2df21c52b6626a498795e051a4dc0","2020-10-22 23:33:04.416488+04"
"And she learned a very important lesson: “There are a lot of good people who can help you.","past_simple","trash",1,"c38ccf6384c52d9422bdf993a273ebde49a0ef7b57c8ca1a211b9ef6","2020-10-22 23:33:12.293251+04"
"last time I went to a restaurant was about 2 months ago.","present_perfect","trash",1,"85b0303a1b9fc749e8ab5b75d293b0d0e8e58574d7f3857598d0fd01","2020-10-22 23:33:17.471926+04"
"My wife and I wanted to celebrate our wedding anniversary with a good meal so we went to an expensive Italian restaurant in downtown Lisbon.","past_simple","past_simple",0,"9eaa778bc000804ae32a77b44c890af281ca97fea354fb2bf92c05a5","2020-10-22 23:33:22.302238+04"
"We both had pasta to start and for the main course my wife ordered a steak","past_simple","past_simple",0,"c4640e712370d3a382eb7de17365d576e219f4f31445601fd50905a9","2020-10-22 23:33:24.618144+04"
"For dessert we both ate chocolate cake topped with fresh cream.","past_simple","past_simple",0,"05254a141e9067b8bbf07a52200847b4258d91cc708b786f57464196","2020-10-22 23:33:28.155526+04"
"I went to a restaurant yesterday evening with my sister's children.","past_simple","past_simple",0,"1f4773bfbd9fdf0bff43795f9c6ea7f2dffee56858505711c1099221","2020-10-22 23:33:30.25635+04"
"It wasn't very expensive and the menu was very limited.","to_be_past","to_be_past",0,"71d76c166dbe74bf2be90444bb1928e9f47fc6b05dd41d07866f1fc3","2020-10-22 23:33:33.290918+04"
"We all had a burger and French fries, and drank cola.","past_simple","past_simple",0,"6f63f6a14a8e563b71c845066f2374d87f5cc4faf73ddf5b8bd202fe","2020-10-22 23:33:37.28894+04"
"My boyfriend loves spicy food so this restaurant was perfect.","present_simple","other",0,"9c8adf83881a9b63d02eda556b8b80a4730d65f2de1497e89fdf2c2c","2020-10-22 23:33:42.652339+04"
"The waiters were all really friendly and polite, and they played traditional sitar music which was very relaxing.","to_be_past","other",0,"de5033311552b4b0b0fcd6b631c6778258e100f321088af012d0c2e9","2020-10-22 23:33:53.367697+04"
"The menu offered vegetarian dishes as well as meat dishes served with rice and a sauce - it depended on how hot you wanted it!","past_simple","past_simple",0,"56e96fca8fe5c3b6a837735eeaa973d88c303dbbc4a7e333fc7e7f39","2020-10-22 23:34:01.180915+04"
"I chose a mild beef curry but my boyfriend had a lamb 'vindaloo' - he also drank 2 liters of water!!4.","past_simple","trash",1,"c0d2a234355a1dbc6ff852d36e2e8c6f6ceb8b796e02664c3bf6c97f","2020-10-22 23:34:08.722699+04"
"My class at the university went there last weekend.","past_simple","trash",1,"ec1df1016ee390f647e0cb6a83c38147833dc3124d6f190ecd1fe0cd","2020-10-22 23:34:14.782615+04"
"It's a very popular type of restaurant in my country.","present_simple","to_be_present",0,"81393c329fb4eeca8a600288583f958fbc0d0497af22d32eb0673584","2020-10-22 23:34:20.229564+04"
"It generally offers one type of food (a kind of bread with cheese and tomato sauce) which you then choose what ingredients to add on top of it.","present_simple","present_simple",0,"91d7fe2536f023523585b2aca43e5bc84170bb7cf03867e0a7b06238","2020-10-22 23:34:25.902222+04"
"I asked for olives and mushrooms on mine and my classmates each had something different","past_simple","trash",1,"a7a6e055335b1bc0e65e7d72ed57ae6b0a8f5463b94c026da14dd79f","2020-10-22 23:34:32.441643+04"
"so we could taste a piece of each person's meal.","future_simple","trash",1,"1463ddedc432b5b28f771bb7b67160a45d8e07b0f08b701791bc6790","2020-10-22 23:34:33.806423+04"
"Writing text messages and walking is dangerous.","present_continuous","to_be_present",0,"2dde68d7108d0ce6d417ffde9db98b2db7b46e6863cd7190fef1b394","2020-10-22 23:35:22.766939+04"
"It is more dangerous than driving and texting.","present_continuous","to_be_present",0,"44af1aff1bf3d3d0d45fe855f02c9e88ead00712afcdde7a764c551a","2020-10-22 23:35:43.30111+04"
"More people get injured while walking than driving.","present_continuous","other",0,"3748d7d5c55fb43f203f23fc1ea8e65ca3409633f4a606d55190104f","2020-10-22 23:35:49.31982+04"
"Walking in a straight line is not easy.","present_continuous","to_be_present",0,"c95d6c3bfdef13e1d5916c93ed8d0d758fc693500597a1745ee03726","2020-10-22 23:35:54.728157+04"
"We can forget how to walk properly.","can","can",0,"3f0581d37dfde829696cd66f401beb2274ab9440513387498f86c475","2020-10-22 23:35:59.930981+04"
"We run into people or cars.","present_continuous","present_simple",0,"1b0124154c3ecbfc0b30191e81a1abdbb90f70ed4b3629927493e617","2020-10-22 23:36:13.071692+04"
"We fall over things in the street.","present_simple","present_simple",0,"ebc57bf9d4b77f9fed46967dfb768f4b23d0b71b2dd5504662887599","2020-10-22 23:36:24.155458+04"
"There are a few reasons why texting and walking is dangerous.","present_continuous","other",0,"855629a6592f9b920947acdbdafd52efbf5d70df6800ba4ee64d1b05","2020-10-22 23:36:25.997129+04"
"People cannot see when they look at their keyboard.","can","can",0,"f4f02d03e6141c097979f1008bcf2fe652fe8c8af524150e8fa9d781","2020-10-22 23:36:28.04875+04"
"Their minds are somewhere else – they are not thinking about walking safely.","present_continuous","other",0,"0eeffd8373edc594418a8d83c1110668191adffd2012ac7ebf99f28c","2020-10-22 23:36:31.880218+04"
"Thousands of people have accidents.","present_perfect","present_perfect",0,"bcaae5bb77163b041c17983704134a2504b70ed9df665741b9029103","2020-10-22 23:36:33.516431+04"
"Some have serious head injuries.","present_perfect","present_perfect",0,"c7ea9e263a6d8f99dab24c24cdfdbb68d7acecd2da6a1375ba7be5dc","2020-10-22 23:36:35.940484+04"
"Too much jogging could be a problem!Running","to_be_future","trash",1,"673fff2dad4a2c2115273e7d8674ce9daad3a1d15bdeaba3b72bccbd","2020-10-22 23:36:39.207259+04"
"is good for our health.","to_be_present","trash",1,"deb328a6f2050696f1c5cbf0cb53971be678e5fffde827c2cef4de3c","2020-10-22 23:36:40.069089+04"
"A recent study says that running too much is bad for us and it doesn't always make our lives longer.","present_continuous","other",0,"6bf7be579660312fd729d603d2d1b64eb74b37783e5607c87f5d65b8","2020-10-22 23:36:44.484564+04"
"A specialist said too much running can damage your heart.","past_simple","other",0,"b1fda6fee5bb4ff81602b478cdcfa0086cbb46e10198bc9c7bd5cb12","2020-10-22 23:36:49.769758+04"
"Long-distance runners and people who never exercise can have the same risk of having a heart attack.","present_continuous","present_continuous",0,"dd9df2e7b64b069b3c135dfbcf3e53d2daef2f1b8027a1df31cce613","2020-10-22 23:37:00.295094+04"
"Experts looked at the health of 3,300 runners.","past_simple","past_simple",0,"4a1c34b3f89812743859fd81c576bf80ca6732eabe6ca451fecb3595","2020-10-22 23:37:04.826973+04"
"Most of them ran over 30 kilometres a week.","past_simple","past_simple",0,"c3419cafea4632a8d169c8d87ab41cfdaf4f17d169e45df5ab3194ae","2020-10-22 23:37:06.488108+04"
"Marathon runners had hard parts in their heart.","past_simple","past_simple",0,"42f711823a1b39565de4c76220f917cca7ba09e2e89663c9c97a2cb1","2020-10-22 23:37:11.657054+04"
"A doctor who started running in 1967 is sad.","present_continuous","to_be_present",0,"f501007a570da61e6e17f3a0d67d645d23dcaefd09dfb95b64532a19","2020-10-22 23:37:26.048961+04"
"He ran 60 kilometres every week.","past_simple","past_simple",0,"fd36a0ce99d3793cfbc5da37b13724b6f90b7e1fe04e3f00edb8f6f6","2020-10-22 23:37:31.454968+04"
"He thought his heart was strong.","to_be_past","to_be_past",0,"b7cf24f6246e02daba8d1880aa0aca8d34b522afb7d571d49341230a","2020-10-22 23:37:33.883253+04"
"Now he has heart problems.","present_perfect","present_simple",0,"deb4eeac356a126a91c15c901ef841ca66b1080c41fd47feea8ee20b","2020-10-22 23:37:38.028849+04"
"He said we should exercise, but not too much.","past_simple","other",0,"8f93263eb746c955553ee581227f10ddc180840af697c3b4cfc1f8f1","2020-10-22 23:37:41.550815+04"
"Rebecca Stevens was the first woman to climb Mount Everest.","used_to","present_perfect",0,"4d9da05c6c80864cfc5d9b5c5d9fec559b4ccf4ea37b0e6f3f68ad7b","2020-10-22 23:37:51.744225+04"
"Before she went up the highest mountain in the world, she was a journalist and lived in a small flat in south London.","past_simple","other",0,"513856d7a7d7fd3ebb3da5053de4cc3d3cda6cc4d3e70d1cd3f60a59","2020-10-22 23:37:55.616577+04"
"In 1993, Rebecca left her job and her family and travelled to Asia with some other climbers.","past_simple","past_simple",0,"f21f15f01f336b53a7effd4ac76ac594063d5bc8ecc0f6fb1968ada4","2020-10-22 23:37:58.532704+04"
"She found that life on Everest is hard. '","past_simple","trash",1,"d0dcd341fa2fdfaad13ce9ac6b28225a698ad315d3d9fd9b1bcdece8","2020-10-22 23:38:00.63189+04"
"You must carry everything on your back,' she explained, 'so you can only take things that you will need.","future_simple","other",0,"acd6b444ea9ef617960ebc1cf8321270e1c0c59eba5084c0d9ee17a7","2020-10-22 23:38:02.243184+04"
"You can't wash on the mountain, and in the end, I didn't even take a toothbrush.","past_simple","other",0,"af9dbb619e4e22c35a4a00d93d0e56b112c06f6767134347d0c66ae3","2020-10-22 23:38:06.181212+04"
"I'm usually a clean person, but there is no water, only snow.","present_continuous","other",0,"84412973dc8b1a52d0b07f5acfa68910be9744e4ba9ac7b71f113b8f","2020-10-22 23:38:11.315501+04"
"Water is very heavy, so you only take enough to","present_simple","trash",1,"bd43f36ea7910ea9141720920d3b9f436c916d2dc5cb97a75fd67e96","2020-10-22 23:38:14.186355+04"
"drink!'When Rebecca reached the top of Mount Everest on May 17 1993, it was the best moment of her life.","past_simple","trash",1,"1b21276a74212093143d331dad6c4135e880fd3219b1e5c7006c5c5d","2020-10-22 23:38:15.356916+04"
"Now she has written a book about the trip and people often ask her to talk about it.","present_perfect","other",0,"7f59da3d11872f4cca7d07487a0a3773946e4d46e03799250e79fd2a","2020-10-22 23:38:20.73209+04"
"She has a new job too, for a science programme on television.","present_perfect","present_simple",0,"c4e23e5f61f5a6f7ad071344af08f996cdb6a50a0ce515aa1f2a54be","2020-10-22 23:38:25.377548+04"
"Rebecca is well-known today, and she has more money, but she still lives in the little flat in south London, among her pictures and books about","present_perfect","other",0,"172859f1676bd23b40831a50bcb43c278593a99d40ac83487cff05b1","2020-10-22 23:38:28.456448+04"
"mountains!When Emma left school at the age of sixteen, her aunt Rose game","past_simple","trash",1,"9a6d19e66d094ce394d36a50b6d1f22ac12c6eaf56da0a5054c23934","2020-10-22 23:38:29.747151+04"
"he £750 for her birthday.","past_simple","trash",1,"e75db1fd6a0fa19ebff25ed96b860373d4a2798efb1f6dc16688c72c","2020-10-22 23:38:32.098556+04"
"Yoghurt, dry cereal, cheeses, or fruit are good choices.","present_continuous","to_be_present",0,"a7e3bba4820cf76a99a55ead5fac326b3bba5d5582bcdaf4da6393ca","2020-10-22 23:41:41.132225+04"
"Most of Emma's friends decided to go to college, but Emma used her aunt's money to start her own business.","used_to","past_simple",0,"2dbc5f459e002b68703941e478ecb6d520de339b5b213750a064c1d1","2020-10-22 23:38:57.421183+04"
"She bought fruit, sugar and some glass jars and began making her own jam.","past_simple","past_simple",0,"be83a50759028b4ff44f4b749919b900cc55bdd67000d0f81b7b5907","2020-10-22 23:39:07.114439+04"
"She sold the jam for £2 a jar to her friends, and she soon doubled her aunt's £1500.At first","past_simple","trash",1,"050c9b0c26ca3c5f144244b417218753e1a5d396c994a39177b1381d","2020-10-22 23:39:11.12165+04"
", her parents didn't want Emma to spend her time making jam, and they thought that she should study instead.","past_simple","trash",1,"836f83595c6b4dfad58b8cd719e14bda213b797fa483e50b26c2a20f","2020-10-22 23:39:12.196965+04"
"They hoped that one day she would be a teacher or a doctor.","past_simple","past_simple",0,"fef57c95956b71eeb4820d3fee2791fa83c711cc55647e13468a5cd4","2020-10-22 23:39:15.657945+04"
"But Emma didn't listen to them.","past_simple","past_simple",0,"fe3dab0442109ca7d9c42afc7417f31cd7609f9f1a3a9d60f2dc57a8","2020-10-22 23:39:17.803581+04"
"She just kept on making jam.","past_simple","past_simple",0,"3713f3ceb4f0fa8180c7acb8126ef14c494b883eca6da64c06b59724","2020-10-22 23:39:20.962585+04"
"After a few months, Emma started selling it to the local market.","past_simple","past_simple",0,"10a51337c4392909f014397e3d541192df179d425e434f4bbf5a9912","2020-10-22 23:39:28.623289+04"
"Then she started making orange juice.","past_simple","past_simple",0,"ce3801220a87380c4dba6106314b2f3b33484bb85e7b6f2107f17e25","2020-10-22 23:40:06.306835+04"
"She sold this to a school where one of her friends worked.","past_simple","past_simple",0,"5b7412ecf0bb055789e8d48bb925291d29bcdc76111dc41f742e0f38","2020-10-22 23:40:09.578447+04"
"After two years, her business was very large, and her parents were very pleased with her.","past_continuous","to_be_past",0,"1eba22f9501c77f4de845c832a3a639742d6b2553f7b470efa1bade2","2020-10-22 23:40:19.241003+04"
"She made all kinds of food which she sold to shops and supermarkets.","past_simple","past_simple",0,"fe6f919731fd82dadbb78f1acc814404804eb092b42e3f31e8ee50aa","2020-10-22 23:40:25.391134+04"
"She was so busy that she had to get some people to work for her.","used_to","other",0,"5229d93e99b81516fb627e830f290818032111bfcaefe9798e2a7c07","2020-10-22 23:40:29.858641+04"
"Millions of people do, and if you are one of them, you are putting your ability to think and learn at risk.","present_continuous","other",0,"1df763ebca39fee9ebd7e80841432f211cc4ae4591693313595773e4","2020-10-22 23:40:35.101799+04"
"Skipping breakfast can cause you to be hungry, tired, and crabby by the middle of the morning.","used_to","can",0,"1651a5b29f840149f4cc67b0ee390663aecab6dcc31d166cb2af3db1","2020-10-22 23:40:41.425726+04"
"First, when you wake up, you have not eaten for about eight hours.","present_perfect","other",0,"e1f9b0f5f4930960f97ef59936251e3f7926a3be14dd412e63ec52e0","2020-10-22 23:40:50.659922+04"
"Your body's fuel, called glucose, is low.","to_be_present","to_be_present",0,"9b1ffeecd382167132019843e5bf4ee3d74c1dc936871bb759658653","2020-10-22 23:40:54.550802+04"
"Eating breakfast raises the level of glucose in your brain.","present_continuous","present_simple",0,"f074ee4e57b40119682dc1a1081bc58e225efee46ab3f7782195dd91","2020-10-22 23:41:02.789737+04"
"Your brain requires a constant flow of glucose to do mental work.","present_simple","present_simple",0,"05e5292e7256576520fa559c34e693b6660071e9ceae5e8f8284d821","2020-10-22 23:41:11.849407+04"
"So eating breakfast will give you a mental edge at school.","future_simple","future_simple",0,"565a07f191894a7a7969825b83e22650ab9946902b25c6fd1bef3df6","2020-10-22 23:41:17.785082+04"
"What if you don't have enough time for breakfast or if you are not hungry when you wake up?","present_simple","other",0,"317c33ea929f830c82fd9a7f9044816594190ceb14e8c531596ed973","2020-10-22 23:41:24.351262+04"
"Having something for breakfast is better than nothing.","present_continuous","to_be_present",0,"f47866d1910eb73bf230c95e8ca933a097dd77a22f8cccf1ca01ebe4","2020-10-22 23:41:28.584121+04"
"Drink some milk or juice.","present_simple","other",0,"4cca370cb842a7f41ffb59a605e300a3ac1f98cb38904dbee20d6786","2020-10-22 23:41:30.987536+04"
"Then catch a nutritious snack later on in the morning.","present_simple","other",0,"826119ae40845204d5f6ce7b460123b7f05a4ad82c18f49f95adaa37","2020-10-22 23:41:35.051274+04"
"What if you don't like breakfast foods?","present_simple","other",0,"0998a5346cf011839bede46f66993e6321c4724a2a57f5ba78d8a4c9","2020-10-22 23:41:51.293426+04"
"Then eat healthy foods you do like.","present_simple","other",0,"6152fa12362bf89f8575b00aeab51746d54e23a5741524a45d70e820","2020-10-22 23:41:53.272072+04"
"Even cold pizza or a fruit smoothie can power your morning.","can","can",0,"ff98bafde6a3f62e9e8ce7b2bea86fc9be1ad9185755b98d1e711c27","2020-10-22 23:41:57.156018+04"
"Any way you look at it, there's no reason to skip this essential meal.","present_simple","other",0,"7f5ac8cdd89de7cda7661ca2613354470343532954c52bfdf847fb41","2020-10-22 23:42:04.752292+04"
"Winter is cold in some places.","to_be_present","to_be_present",0,"7485a034587da273fbc794dc64388a8e0d3c0eccf9489f26710a5957","2020-10-22 23:42:08.408195+04"
"Many plants do not grow during winter.","present_simple","present_simple",0,"6200fe53b3cb790698f462e87640d38627bba1f8323e3f11c453862e","2020-10-22 23:42:15.171706+04"
"Snow and ice may cover the ground.","future_simple","other",0,"928b0c60a9ca0f70e680bc9b39dea0d92e15c1fb2177094934b6dc40","2020-10-22 23:42:18.100776+04"
"It can be hard for animals to find food during winter.","can","can",0,"03b41904eca8173d70f27529f57422b5eff4c98d9c9a1fccb442c7ac","2020-10-22 23:42:20.416967+04"
"Animals get through this time in many ways.","present_simple","present_simple",0,"117d95150aa854416fa301925abeafc262f865a244fe85c2ba772211","2020-10-22 23:42:22.589062+04"
"Birds and butterflies can fly.","can","to_be_present",0,"50ab7f703723fff0b8e7849a5f1bdf937bac9d4735874ded26915e72","2020-10-22 23:42:25.495701+04"
"Many of them do not stick around for the winter.","present_simple","present_simple",0,"bb0f9ee9ed169c8d488d4e08fc4079182129dc82224e16d5cf51bab7","2020-10-22 23:42:28.014009+04"
"They go to a place with nice weather.","present_simple","present_simple",0,"77f2100ef009c8cccc71bd729ff4b442bad8bd39a141822d6fea9347","2020-10-22 23:42:30.737378+04"
"Then they come home in the spring.","present_simple","present_simple",0,"2ddd3b748976c2fd3fd66cc4a2d9d2a1fbb7e407a7555f1b2d0aff4c","2020-10-22 23:42:32.515383+04"
"Migrating is a good way to avoid the cold.","present_continuous","to_be_present",0,"dcffb2ad97d4fd1bc615a99e22a1b49ebbbf3ab82970f66eff7fbb60","2020-10-22 23:42:36.024895+04"
"Another good way to avoid the cold is to sleep through it.","used_to","to_be_present",0,"204e62df58f26ff73ba5f770a1680606074214edaf6d2e842d7cc257","2020-10-22 23:42:40.663105+04"
"Many animals hide during the winter.","present_simple","present_simple",0,"d300f63a5724c3e1511768a2b71a6f779c3e9d7e922109fa698a4a3c","2020-10-22 23:42:42.39796+04"
"They live off of their fat.","present_simple","present_simple",0,"82db3a2534e48ac9ac5853c283c559a346b5de63c976db415b1bba07","2020-10-22 23:42:43.671253+04"
"They do this until food returns.","present_simple","present_simple",0,"0752d71e90f1b51c5e717c06565b3cf17805f41f07d85d68c797b0e8","2020-10-22 23:42:44.758755+04"
"Snakes, frogs, and bears hibernate.","present_simple","trash",1,"4f38be08a70e786924b76a2036e984d616082533ff6b01447e89b15f","2020-10-22 23:42:46.941391+04"
"Some animals store food in their homes.","present_continuous","present_simple",0,"3859f8ece76faa7077db77555047852f905e5fae8081fe3e923f4b16","2020-10-22 23:42:50.911978+04"
"They do not sleep all winter, but they do much less.","present_simple","present_simple",0,"0601c01cab77c3386ce6d7e752e723c73258247dbd57c6ad17b350ae","2020-10-22 23:42:57.120398+04"
"They live on what they saved in the summer and fall.","past_simple","past_simple",0,"51cf1b64926cefdaab110af08218176621aa2a29b507d10d00b39191","2020-10-22 23:42:58.980434+04"
"This is what squirrels, beavers, and raccoons do.","present_continuous","other",0,"51610983dadaca31778cf89bd450e2bee3c8dd8c4cc3365d3cfcc602","2020-10-22 23:43:06.536838+04"
"Other animals tough it out.","past_simple","other",0,"a1780dddc186870f3aa4d52d5117e6727afa96d319b9f0a82fcc0bc0","2020-10-22 23:43:16.27537+04"
"Sometimes nature helps them out.","present_simple","present_simple",0,"a5aa5955238bb090af5dc23eeb25ab1dd093c9bdec112b18a626a89c","2020-10-22 23:43:21.897587+04"
"Some animals grow thicker coats in the winter.","present_simple","present_simple",0,"08c034b990654dfa1ab0cbe36d84e1bc6e5ec29b897474c7f4b76d99","2020-10-22 23:43:25.283849+04"
"The arctic fox is brown in the summer.","to_be_present","to_be_present",0,"7d7b496df7d399508d5239323fee8057c8b594b0404645faf429fbed","2020-10-22 23:43:28.556679+04"
"His coat turns white in the winter.","present_simple","present_simple",0,"eeac8b4bd9147c74856ee7525692bc578ddd617590833b051b33503f","2020-10-22 23:43:36.325849+04"
"It is nice to see snow on the trees.","used_to","to_be_present",0,"b83b355d08058932b5b025177ba18e5e1f06f44fd80e2c943c960359","2020-10-22 23:43:39.738434+04"
"But it is dangerous too.","to_be_present","to_be_present",0,"940008efecea196eba68b92690ce00b7fc09606f957a3608077651d7","2020-10-22 23:43:41.486114+04"
"People are also at risk.","present_continuous","to_be_present",0,"fe98b68ddf60bd65e101386c7d990b08802af4ff59286d7a64c16abb","2020-10-22 23:43:45.586859+04"
"You can get frost bitten or worse.","can","can",0,"bf23e59985d119973c54039947a47fd02ec9837940af118237f78b9f","2020-10-22 23:43:51.884396+04"
"How do you beat the winter?","present_simple","other",0,"b0d9f173892a8b2a9ac5695354daf8546fce5a607750a333c6b28203","2020-10-22 23:43:53.181366+04"
"Do you wear a thick coat?","present_simple","present_simple",0,"cbf4712fcdc1c35f4b5add4dbab1dd0ace1b3aeaa12fa2332d521b46","2020-10-22 23:43:55.890132+04"
"Or do you live somewhere warm?The day after Thanksgiving is the start of the holiday shopping season.","present_simple","trash",1,"1574ad26946a07b30836d1e87c5981b3476f58d23be5fb0a78101b15","2020-10-22 23:43:57.681521+04"
"Thanksgiving is always on a Thursday, so the day after is a Friday.","present_continuous","to_be_present",0,"b0ba8ae29b20e5e843e777a3f4de5eca1ce02a00e28afc31d23a6084","2020-10-22 23:44:02.032258+04"
"This day has come to be known as Black Friday.","present_perfect","present_perfect",0,"d831965b0062397f908bcdf32c4e017e0d9818144cf05bc9d2be9ccc","2020-10-22 23:44:04.394475+04"
